clips	text	text_process	pictos	tokens
cefc-fleuron-BU_partie_2-2-15	et là on peut voir qu'il a été emprunté qu'il sera de retour	et là on peut voir qu'il a été emprunté qu'il sera de retour	[11399, 5375, 9829, 9839, 31672, 35949, 6564, 11351, 6480, 34790, 11351, 6480, 36480, 6630]	et là prochain passé nous pouvoir voir que il emprunt que il être retourner
cefc-fleuron-BU_partie_2-2-34	et donc il suffit juste de remplir le le petit coupon-là	et donc il suffit juste de remplir le le petit coupon-là	[11399, 6480, 37160, 21381, 7074, 38805, 8476, 4716, 8604, 5375]	et il besoin juste de remplir le petit empreinte_digitale là
cefc-fleuron-BU_partie_2-2-8	donc celui-là par exemple tu peux pas l'emprunter	donc celui-là par exemple tu peux pas l'emprunter	[7095, 6625, 35949, 5526, 8476, 34790]	celui-là toi pouvoir non le emprunt
cefc-fleuron-BU_partie_2-2-45	donc une fois que tu as tes cotes tu vas te servir toi	donc une fois que tu as tes cotes tu vas te servir toi	[27385, 11351, 6625, 32761, 12283, 6625, 8142, 7247, 6625]	fois que toi avoir à_toi toi aller servir toi
cefc-fleuron-BU_partie_2-2-10	et là ils précisent bien que c'est non disponible pour le prêt qu'il est consultable sur place	et là ils précisent bien que c'est non disponible pour le prêt qu'il est consultable sur place	[11399, 5375, 7032, 16705, 11185, 7095, 36480, 5525, 37784, 7194, 8476, 37794, 11351, 6480, 36480, 5451, 9819]	et là ils expliquer bien_que celui-là être non volonté pour le prêt que il être sur place
cefc-fleuron-BU_partie_2-2-22	là je vois qu'il y a des petites fiches	là je vois qu'il y a des petites fiches	[5375, 6632, 6564, 11351, 9001, 5374, 4716, 27659]	là me voir que il_y_a plusieurs petit cartes
cefc-fleuron-BU_partie_2-2-4	si tu fais la moindre petite faute d'orthographe	si tu fais la moindre petite faute d'orthographe	[28359, 6625, 6190, 8476, 4716, 22198, 7074]	si toi faire le petit faux de
cefc-fleuron-BU_partie_2-2-28	il est euh le personnel va chercher au dans la cave les euh tous les exemplaires qui sont demandés	il est euh le personnel va chercher au dans la cave les euh tous les exemplaires qui sont demandés	[6480, 36480, 9829, 9839, 8476, 32588, 9072, 11709, 7034, 8476, 27608, 8477, 5596, 8477, 31310, 11351, 9840]	il être prochain passé le personnel aller_chercher au dans le cave les tout les tranquille que demander
cefc-fleuron-BU_partie_2-2-36	et eux ils vont le chercher et on repasse bah une heure après ou le lendemain parce qu'ils y vont une fois par heure	et eux ils vont le chercher et on repasse bah une heure après ou le lendemain parce qu'ils y vont une fois par heure	[11399, 7033, 7032, 8476, 9072, 11399, 31672, 26331, 29452, 32749, 11317, 8476, 38278, 11348, 7032, 8142, 27385, 7212, 7129]	et eux ils le aller_chercher et nous repasser 1:00 après ou le lendemain parce_que ils aller fois par heure
cefc-fleuron-BU_partie_2-2-12	et il y en a un autre exemplaire qui se trouve ici à la bu de centre de lettres et de sciences humaines	et il y en a un autre exemplaire qui se trouve ici à la bu de centre de lettres et de sciences humaines	[11399, 11709, 9001, 2627, 17054, 31310, 11351, 36392, 5382, 7041, 8476, 2704, 7074, 2688, 12333]	et au il_y_a un autre tranquille que se_trouver ici à le ville de lettre association_à_but_non_lucratif
cefc-fleuron-BU_partie_2-2-37	ils descendent en bas une fois par heure	ils descendent en bas une fois par heure	[7032, 6053, 5355, 27385, 7212, 7129]	ils descendre en_bas fois par heure
cefc-fleuron-BU_partie_2-2-30	ça c'est quand les livres ils sont pas en rayon en fait	ça c'est quand les livres ils sont pas en rayon en fait	[6906, 7095, 36480, 32874, 8477, 6641, 7032, 36480, 5526, 11709, 16129]	celle-là celui-là être quand les livres ils être non au département
cefc-fleuron-BU_partie_2-2-50	donc euh ils se trouvent euh bah ils se trouvent presque tous en salle trois qui est juste là-bas	donc euh ils se trouvent euh bah ils se trouvent presque tous en salle trois qui est juste là-bas	[7032, 36392, 7032, 36392, 5596, 11709, 38918, 2629, 21381, 7803, 5375]	ils se_trouver ils se_trouver tout au salle trois juste qui_appelle_? là
cefc-fleuron-BU_partie_2-2-14	elle se il se trouve au rez-de-chaussée dans la salle deux la cote c'est a huit-cent-quarante machin	elle se il se trouve au rez-de-chaussée dans la salle deux la cote c'est a huit-cent-quarante machin	[7028, 6481, 6480, 36392, 11709, 27477, 7034, 8476, 38918, 2628, 8476, 37544, 7095, 36480, 7041, 4896, 29256, 29320, 37544]	elle lui il se_trouver au rez-de-chaussée dans le salle deux le groupe_parlementaire celui-là être à 8 cent 40 groupe_parlementaire
cefc-fleuron-BU_partie_2-2-21	ok et les petites fiches	ok et les petites fiches	[31410, 11399, 8477, 4716, 27659]	d'accord et les petit cartes
cefc-fleuron-BU_partie_2-2-26	certains certains livres qui se trouvent au rez-de-chaussée	certains certains livres qui se trouvent au rez-de-chaussée	[5374, 6641, 11351, 36392, 11709, 27477]	plusieurs livres que se_trouver au rez-de-chaussée
cefc-fleuron-BU_partie_2-2-24	alors les petites fiches en fait c'est il y a certains certains exemplaires	alors les petites fiches en fait c'est il y a certains certains exemplaires	[8477, 4716, 27659, 7095, 36480, 9001, 5374, 31310]	les petit cartes celui-là être il_y_a plusieurs tranquille
cefc-fleuron-BU_partie_2-2-29	donc il suffit juste de remplir la petite fiche avec euh toutes les informations sur le livre le titre	donc il suffit juste de remplir la petite fiche avec euh toutes les informations sur le livre le titre	[6480, 37160, 21381, 7074, 4716, 37405, 7064, 27091, 8477, 9899, 5451, 8476, 2450, 8476, 37406]	il besoin juste de petit compléter_la_feuille avec ensemble les information sur le livre le titre
cefc-fleuron-BU_partie_2-2-48	alors là bah j'ai j'ai j'ai plusieurs exemplaires	alors là bah j'ai j'ai j'ai plusieurs exemplaires	[5375, 6632, 32761, 6632, 32761, 6632, 32761, 5374, 31310]	là me avoir me avoir me avoir plusieurs tranquille
cefc-fleuron-BU_partie_2-2-27	et euh donc c'est à dire que toutes les heures	et euh donc c'est à dire que toutes les heures	[11399, 7095, 36480, 7041, 9693, 11351, 27091, 8477, 7129]	et celui-là être à dire que ensemble les heure
cefc-fleuron-BU_partie_2-2-6	pas ça ça il le trouve	pas ça ça il le trouve	[5526, 6906, 6480, 8476, 24742]	non celle-là il le trouver
cefc-fleuron-BU_partie_2-2-33	enfin c'est indiqué que ça se trouve en sous-sol	enfin c'est indiqué que ça se trouve en sous-sol	[7095, 36964, 11351, 6906, 36392, 11709, 27482]	celui-là désignation que celle-là se_trouver au sous-sol
cefc-fleuron-BU_partie_2-2-35	on va aller le déposer auprès des euh du personnel	on va aller le déposer auprès des euh du personnel	[9829, 31672, 8142, 8476, 32757, 36758, 11712, 32588]	prochain nous aller le mise_en_place à_côté du personnel
cefc-fleuron-BU_partie_2-2-31	voilà mais c'est indiqué en fait	voilà mais c'est indiqué en fait	[11377, 7095, 36964, 3417]	alors_que celui-là désignation !
cefc-fleuron-BU_partie_2-2-9	donc celui-là il est disponible au crapel	donc celui-là il est disponible au crapel	[7095, 6480, 36480, 37784, 11709, 12333]	celui-là il être volonté au association_à_but_non_lucratif
cefc-fleuron-BU_partie_2-2-20	et il y a possibilité de réserver bien sûr tous les exemplaires	et il y a possibilité de réserver bien sûr tous les exemplaires	[11399, 9001, 37861, 7074, 33912, 5583, 5596, 8477, 31310]	et il_y_a décider de faire_sortir_un_patient bien_sûr tout les tranquille
cefc-fleuron-V_Rint_exo_05_P9-177	donc on se revoit jeudi vingt-quatre septembre à quinze heures trente pour la pour faire la carte d'étudiant hein	donc on se revoit jeudi vingt-quatre septembre à quinze heures trente pour la pour faire la carte d'étudiant hein	[31672, 6936, 6536, 29286, 35929, 7041, 29486, 7194, 8476, 7194, 6190, 8476, 5505, 7074, 32666]	nous bienvenue jeudi 24 septembre à 15:30 pour le pour faire le carte_géographique de étudiant
cefc-fleuron-V_Rint_exo_05_P9-44	pas non pas encore	pas non pas encore	[5526, 37163]	non une_autre_fois
cefc-fleuron-V_Rint_exo_05_P9-140	pour euh deux semestres deux semestres oui	pour euh deux semestres deux semestres oui	[7194, 2628, 25912, 2628, 5584]	pour deux camp deux oui
cefc-fleuron-V_Rint_exo_05_P9-179	oui merci	oui merci	[5584, 8128]	oui merci
cefc-fleuron-V_Rint_exo_05_P9-90	ça c'est la carte européenne hein en cas de de pour aller chez le médecin	ça c'est la carte européenne hein en cas de de pour aller chez le médecin	[6906, 7095, 36480, 8476, 5505, 5468, 11709, 7074, 7194, 8142, 8476, 2467]	celle-là celui-là être le carte_géographique europe au de pour aller le docteur
cefc-fleuron-V_Rint_exo_05_P9-135_1	alors je vais noter ici	alors je vais noter ici	[9829, 6632, 8490, 5382]	prochain me noter ici
cefc-fleuron-V_Rint_exo_05_P9-112	j'enregistre les informations	j'enregistre les informations	[6632, 28893, 8477, 9899]	me enregistrer les information
cefc-fleuron-V_Rint_exo_05_P9-190	donc voilà bien venir le premier octobre à dix-huit heures	donc voilà bien venir le premier octobre à dix-huit heures	[5397, 32669, 8476, 4726, 35943, 7041, 29500]	heureusement venir le premier octobre à 18:00
cefc-fleuron-V_Rint_exo_05_P9-34	d'accord d'accord c'est bien	d'accord d'accord c'est bien	[31410, 7095, 36480, 5397]	d'accord celui-là être heureusement
cefc-fleuron-V_Rint_exo_05_P9-66	ce qui est noté en jaune	ce qui est noté en jaune	[7095, 11351, 8490, 11709, 2648]	celui-là que noter au jaune
cefc-fleuron-V_Rint_exo_05_P9-186	hein ces cours sont gratuits	hein ces cours sont gratuits	[7092, 23404, 36480, 11699]	ces cours être gratuit
cefc-fleuron-V_Rint_exo_05_P9-18	donc on va regarder ensemble les documents pour voir si	donc on va regarder ensemble les documents pour voir si	[9829, 31672, 6564, 27091, 8477, 16169, 7194, 6564, 28359]	prochain nous voir ensemble les documents_personnels pour voir si
cefc-fleuron-V_Rint_exo_05_P9-11	vous êtes	vous êtes	[7304, 36480]	vous être
cefc-fleuron-V_Rint_exo_05_P9-173	le voici il se cache	le voici il se cache	[8476, 16823, 6480, 4642]	le montrer il se_cacher
cefc-fleuron-V_Rint_exo_05_P9-156	donc je cherche mon petit tableau	donc je cherche mon petit tableau	[6632, 6947, 12264, 4716, 2526]	me chercher mon petit tableau
cefc-fleuron-V_Rint_exo_05_P9-24	je vais chercher votre dossier de erasmus	je vais chercher votre dossier de erasmus	[9829, 6632, 9072, 12285, 3233, 7074, 12333]	prochain me aller_chercher votre dossier de association_à_but_non_lucratif
cefc-fleuron-V_Rint_exo_05_P9-141	normalement hein les cours c'est fin fin juin	normalement hein les cours c'est fin fin juin	[8477, 23404, 7095, 36480, 37064, 35933]	les cours celui-là être fin juin
cefc-fleuron-V_Rint_exo_05_P9-16	donc je vais regarder hein	donc je vais regarder hein	[9829, 6632, 6564]	prochain me voir
cefc-fleuron-V_Rint_exo_05_P9-159	et puis là le deuxième semestre donc	et puis là le deuxième semestre donc	[5375, 8476, 34477, 24691]	là le deuxième laboratoire_danalyse_de_l'eau
cefc-fleuron-V_Rint_exo_05_P9-99	je vous donne rendez-vous jeudi quinze heures trente	je vous donne rendez-vous jeudi quinze heures trente	[6632, 7304, 17040, 16165, 6536, 29486]	me vous donner rendez-vous jeudi 15:30
cefc-fleuron-V_Rint_exo_05_P9-28	je vais vous donner le nom du professeur coordinateur	je vais vous donner le nom du professeur coordinateur	[6632, 8142, 7304, 17040, 8476, 38570, 7074, 2457, 33970]	me aller vous donner le nom de maître coordonner
cefc-fleuron-V_Rint_exo_05_P9-133	samedi samedi le dix-neuf	samedi samedi le dix-neuf	[6605, 8476, 29276]	samedi le 19
cefc-fleuron-V_Rint_exo_05_P9-111	à quinze heures trente vous revenez avec le papier	à quinze heures trente vous revenez avec le papier	[7041, 29486, 7304, 6630, 7064, 8476, 8349]	à 15:30 vous retourner avec le papier
cefc-fleuron-V_Rint_exo_05_P9-36	ouais euh non euh oui oui oui oui j'ai déjà j'ai déjà	oui euh non euh oui oui oui oui j'ai déjà j'ai déjà	[5584, 5525, 5584, 6632, 32761, 6632, 32761]	oui non oui me avoir me avoir
cefc-fleuron-V_Rint_exo_05_P9-106	il y a un petit magasin juste en-dessous dans la rue	il y a un petit magasin juste en-dessous dans la rue	[9001, 2627, 4716, 9116, 21381, 7034, 8476, 2299]	il_y_a un petit magasin juste dans le rue
cefc-fleuron-V_Rint_exo_05_P9-50	parce que c'est important aussi de savoir combien vous devez avoir de points ects euh hein pour valider	parce que c'est important aussi de savoir combien vous devez avoir de points ects euh hein pour valider	[11348, 7095, 36480, 22627, 7074, 16885, 24731, 7304, 15523, 32761, 7074, 3218, 32761, 7194, 28291]	parce_que celui-là être admirer de savoir combien vous devoir avoir de point avoir pour badger
cefc-fleuron-V_Rint_exo_05_P9-52	j'ai là	j'ai là	[6632, 32761, 5375]	me avoir là
cefc-fleuron-V_Rint_exo_05_P9-29	vous oui c'est ça c'est ça	vous oui c'est ça c'est ça	[7304, 5584, 7095, 36480, 6906, 7095, 36480, 6906]	vous oui celui-là être celle-là celui-là être celle-là
cefc-fleuron-V_Rint_exo_05_P9-15	parfait très bien	parfait très bien	[38006, 11599]	impeccable très_bien
cefc-fleuron-V_Rint_exo_05_P9-166	je pourrai vous l'envoyer par fax si ça si ça vous arrange hein ce document	je pourrai vous l'envoyer par fax si ça si ça vous arrange hein ce document	[6632, 35949, 7304, 8476, 21828, 7212, 15909, 28359, 6906, 28359, 6906, 7304, 7095, 21802]	me pouvoir vous le envoyer par fax si celle-là si celle-là vous celui-là document
cefc-fleuron-V_Rint_exo_05_P9-191	je vous rends la lettre d'acceptation	je vous rends la lettre d'acceptation	[6632, 7304, 9026, 8476, 2688, 7074]	me vous rendre le lettre de
cefc-fleuron-V_Rint_exo_05_P9-30	vous avez déjà pris contact avec lui	vous avez déjà pris contact avec lui	[9839, 7304, 10148, 34098, 31670]	passé vous prendre contact il
cefc-fleuron-V_Rint_exo_05_P9-143	mais si vous partez un petit peu avant je je je vous ferai une attestation avec les dates définitives	mais si vous partez un petit peu avant je je je vous ferai une attestation avec les dates définitives	[11377, 28359, 9829, 7304, 2432, 5546, 32745, 6632, 7304, 6190, 8474, 29971, 7064, 8477, 34799]	alors_que si prochain vous partir peu avant me vous faire une attestation_de_handicap avec les en_date
cefc-fleuron-V_Rint_exo_05_P9-109	donc vous me rapportez ce document complété	donc vous me rapportez ce document complété	[9839, 7304, 6632, 37223, 7095, 21802, 15816]	passé vous me ramener celui-là document compléter
cefc-fleuron-V_Rint_exo_05_P9-6	c'est la première fois que vous arrivez au bureau	c'est la première fois que vous arrivez au bureau	[7095, 36480, 8476, 37752, 11351, 7304, 16807, 11709, 2916]	celui-là être le première_fois que vous arrive au bureau
cefc-fleuron-V_Rint_exo_05_P9-47	donc bah vous verrez avec monsieur nnaammee	donc bah vous verrez avec monsieur nnaammee	[9829, 7304, 6564, 7064, 4744, 36935]	prochain vous voir avec monsieur haut_du_corps
cefc-fleuron-V_Rint_exo_05_P9-149	ah oui il faut préciser les dates le premier semestre	ah oui il faut préciser les dates le premier semestre	[5584, 15523, 16705, 8477, 34799, 8476, 4726]	oui devoir expliquer les en_date le premier
cefc-fleuron-V_Rint_exo_05_P9-68	vous me complétez les renseignements jaune	vous me complétez les renseignements jaune	[7304, 6632, 15816, 8477, 9899, 2648]	vous me compléter les information jaune
cefc-fleuron-V_Rint_exo_05_P9-96	je l'ai déjà dans votre dossier hein	je l'ai déjà dans votre dossier hein	[6632, 8476, 32761, 7034, 12285, 3233]	me le avoir dans votre dossier
cefc-fleuron-V_Rint_exo_05_P9-69	c'est c'est très rapide	c'est c'est très rapide	[7095, 36480, 7095, 36480, 25708, 37850]	celui-là être celui-là être trop vite
cefc-fleuron-V_Rint_exo_05_P9-77	oui hum	oui hum	[5584]	oui
cefc-fleuron-V_Rint_exo_05_P9-187	mais ils ne donnent pas de points ects	mais ils ne donnent pas de points ects	[11377, 7032, 17040, 5526, 7074, 3218, 19531]	alors_que ils donner non de point résultat
cefc-fleuron-V_Rint_exo_05_P9-7	d'accord très très bien très bien alors bienvenue euh sur le campus lettres	d'accord très très bien très bien alors bienvenue euh sur le campus lettres	[31410, 11599, 6936, 5451, 8476, 37544, 2688]	d'accord très_bien bienvenue sur le groupe_parlementaire lettre
cefc-fleuron-V_Rint_exo_05_P9-151	donc c'est le lundi vingt-huit	donc c'est le lundi vingt-huit	[7095, 36480, 8476, 6554, 29294]	celui-là être le lundi 28
cefc-fleuron-V_Rint_exo_05_P9-137	euh ensuite oui ici hein je je n'indique rien date le départ le départ	euh ensuite oui ici hein je je n'indique rien date le départ le départ	[32749, 5584, 5382, 6632, 36964, 29839, 27411, 8476, 37684, 8476, 37684]	après oui ici me désignation rien dater le départ le départ
cefc-fleuron-V_Rint_exo_05_P9-43_1	euh de hum	euh de hum	[7074]	de
cefc-fleuron-V_Rint_exo_05_P9-31_1	monsieur monsieur nnaammee j'ai	monsieur monsieur nnaammee j'ai	[4744, 36935, 6632, 32761]	monsieur haut_du_corps me avoir
cefc-fleuron-V_Rint_exo_05_P9-104	merci il faut que je photocopie	merci il faut que je photocopie	[8128, 15523, 11351, 6632, 8587]	merci devoir que me photocopier
